sentence_id,words,labels;
"13,"","",O";
13,ıııııı,O;
13,ıııııııııııııııı,O;
13,ıııııııı,O;
13,ıııııııııııııı,B-ORG;
13,ıııııııııııııııııııı,I-ORG;
13,ıııııııııı,O;
13,ıııııııııı,O;
13,ıııııııııı,B-PER;
13,ıııııııııııı,I-PER;
13,ıııııııııııııııııı,O;
14,ıııııııııııııı,O;
14,ıııııııııı,O;
"14,"","",O";
14,ıııııııııııııııı,O;
14,ıııııııııııııııııııııı,O;
14,ıııııııııııııııııııııııı,O;
14,ıııııııııı,O;
14,ıııııııııııııııııı,O;
14,ıııııııııııııııııııı,O;
"14,"","",O";
14,ıııııııııııııııııı,B-LOC;
14,ıııııııııııııııııııııııı,O;
14,ıııııııııııııııııııııııııııı,O;
14,ıııııııııııı,O;
14,ıııııııııııııııı,O;
14,ıııııııııııııııııı,O;
14,ıııııııııııııııııııı,O;
14,ıııııııııııııııı,O;
15,ıııııııııııııııı,O;
15,ıııııııııııııı,O;
15,ıııııııııııııııııııııı,O;
15,ıııııııııııı,O;
15,ıııııııııııııı,O;
15,ıııııııııııııı,O;
15,ıııııııı,O;
15,ıı,O;
15,ıııııııııııııııııı,B-ORG;
15,ıııııııııııııı,I-ORG;
15,ıı,O;
15,ıııııııııııııııııııııı,O;
15,ıııııııııııııııııııııııı,O;
15,ıııııı,O;
15,ıı,O;
15,ıııııııııııııııııııııı,O;
15,ıııııııııııı,O;
15,ıı,O;
15,ıııııııııııııı,O;
15,ıııııııııııı,O;
15,ıııııııııııııııııı,O;
15,ıııııııııııı,O;
15,ıııııııııııııııııııııııııııı,O;
15,ıııııııııııı,O;
15,ıııııııııııııııııııııı,O;
15,ıııııııııııı,O;
15,ıııııııııı,O;
16,ıııııııııııııııııı,O;
"16,"","",O";
16,ıııııı,O;
16,ıııııııııııııı,O;
16,ıııııııııııııııııııııııı,O;
16,ıııııııııııııııııııı,O;
16,ıııııııııııııı,O;
16,ıııııı,O;
16,ıııııı,O;
16,ıııııııııııı,O;
16,ıııııııııııııııııı,O;
16,ıııııııı,O;
16,ıııııııııııııııııııııı,O;
16,ıııııııııııı,O;
"16,"","",O";
16,-,O;
16,ıııııııı,O;
16,ıııııııııııı,B-LOC;
16,ıııııııııııııı,O;
16,ıııııııııııııııııııııı,B-ORG;
16,ıııııııııııı,I-ORG;
16,ıııııııı,I-ORG;
16,ıııııııııııııııııııııı,I-ORG;
16,ıııııııııı,I-ORG;
16,ıııııııııı,I-ORG;
16,ıııııııııııııııııı,I-ORG;
16,ıııııııııııııı,O;
16,ıııııııııı,B-PER;
16,ıııııııııııııııııı,I-PER;
17,ıııııııı,O;
17,ıııı,O;
17,ıııııııııııııı,O;
"17,"","",O";
17,ıııııı,O;
17,ıııııııı,O;
17,ıııııııııı,O;
17,ıııııııııııı,O;
17,ıııııııııı,O;
17,ıııııııııııı,O;
17,ıııııııı,O;
17,ıııııı,O;
17,ıııııııııııııı,O;
17,ıııııııııııııııı,O;
17,ıııııııı,O;
17,ıııııııııııııııı,O;
"17,"","",O";
17,-,O;
17,ıııııııı,O;
17,ıııııııııııııı,B-ORG;
17,ıııııııııııı,I-ORG;
17,ıııııııııııııııııııııııııı,I-ORG;
17,ıııııııııı,O;
17,ıııııııııııııı,B-PER;
17,ıııııııııııııııııııııı,I-PER;
18,ıııııııııııııııııııııı,O;
18,ıııııııı,O;
18,ıııııııııııııı,O;
18,ıııııııııııı,O;
18,ıııııııııııııııı,O;
18,ıııııııı,O;
"18,"","",O";
18,ıııııı,O;
18,ıııııııııııııııııııı,O;
18,Today,B-ORG;
18,.,O;
18,kz,I-ORG;
19,18,O;
19,ıııııııııııııı,O;
19,ıııııııııııııııııııı,B-LOC;
19,Luxury,O;
19,house,O;
19,ıııııııııııııııııı,O;
19,ıııııııııııııı,O;
19,ıııııııııııııııııı,O;
19,ıııııııııı,O;
19,ıııııı,O;
19,ıııııııııııııııı,O;
19,ıııııııı,O;
20,ıııııııııı,O;
20,ıııııııııııııı,O;
20,ıııııııııııı,O;
20,ıııııııııııııııııı,O;
20,ıııııııııııııııııııı,O;
20,2016,O;
20,ıııııııııııı,O;
20,ıııııııııııııııııı,O;
20,ıııııııııııııııııııııı,O;
20,ıııııııııııııı,O;
20,ıııııııııııııııı,O;
20,ıııııııııııııııııııı,O;
20,ıııııııııı,O;
20,ıııııııııııııı,O;
20,ıııııııııııııııııııııııııı,O;
20,ıııııııııııııııııııııııııııı,O;
20,ıııııııııııııııııı,O;
20,ıııııııııııııı,B-PER;
20,ıııııııııııııı,I-PER;
20,ıııııı,O;
20,ıııııııııııııııı,O;
20,ıııııııııııııııııı,O;
20,ıııııııııııııııı,B-PER;
20,ıııııııııııııııı,I-PER;
20,ıııııııııııı,O;
20,ıııııııııııııııı,O;
21,ıııııııııııııııı,B-LOC;
21,ıııııııııııııııııı,I-LOC;
21,ıııııııııııııııııı,I-LOC;
21,ıııııı,O;
21,ıııııııııııııııı,O;
21,ıııııııııııııııı,O;
21,ıııııııııııı,O;
21,ıııı,O;
21,ıııııııııı,O;
21,ıııııııı,O;
21,ıııııııııı,O;
21,ıııııı,O;
22,ıııııı,O;
22,ıııııııııııııııı,O;
22,ıııııııııııı,O;
22,ıııııııııııııııııııııııııııı,O;
22,ıııııııı,B-LOC;
"22,"","",O";
22,ıııııııııııııııı,B-LOC;
22,ıııııııııııııııııııııı,O;
22,ıııııııııııııııııı,O;
22,ıııııı,O;
22,ıııııııı,O;
"22,"","",O";
22,ıııııııııı,O;
22,ıııııııııııııııı,O;
23,ıııııııııııııııııı,B-PER;
23,ıııııııııııııııı,I-PER;
"23,"","",O";
23,ıııııııııııııııı,O;
23,ıııııııııııııı,O;
23,ıııııııııııııııııı,O;
23,ıııııııııııııııııııııııı,O;
23,ıııııııııııııııııııı,O;
23,ıııııııııııııııııııı,O;
23,:,O;
23,-,O;
23,ıııı,O;
23,ıııııııııı,O;
23,ıııııııı,O;
23,ıııııııııı,O;
23,ıııııııııııııııııı,O;
"23,"","",O";
23,ıııııııııııı,O;
23,ıııııııııı,O;
23,ıııııııııııııııı,O;
23,ıııııııııııı,O;
23,ıııııııııııııııııııı,O;
23,ıııııııııııııııııı,O;
24,ıı,O;
24,ıııııııııııı,O;
24,ıııııııııııı,O;
24,ıııııııııııııııııııııııı,O;
24,ıııııııııııııııııııı,O;
24,19,O;
24,ıııııııııııııı,O;
24,ıııııııııı,O;
24,19,O;
24,:,O;
24,00-ıııııı,O;
24,20,O;
24,:,O;
24,00-ıııı,O;
24,ıııııııııı,O;
24,ıı,O;
24,ıııııııııııııııııı,B-LOC;
24,ıı,O;
24,ıııı,O;
"24,"","",O";
24,ıı,O;
24,ıııııı,B-LOC;
24,ıııııııııııı,I-LOC;
24,ıı,O;
24,ıııııııııııı,O;
"24,"","",O";
24,ıı,O;
24,ıııııııııııı,B-LOC;
24,ıı,O;
24,ıııııııııııı,O;
"24,"","",O";
24,ıı,O;
24,ıııııııııııııııııı,B-LOC;
24,ıııııııı,I-LOC;
24,ıı,O;
24,ıııııııııııııııııııııııı,O;
24,ıııııııııııııııı,O;
24,ıııııııııııı,O;
25,ıııııııı,O;
25,ıııııııııııııııııııı,O;
25,ıııııııııııııııııııı,O;
25,ıııııııııııııııııııı,O;
"25,"","",O";
25,-,O;
25,ıııııı,O;
25,ıııııııııııııııııııı,O;
25,Tengrinews,B-ORG;
25,.,O;
25,kz,I-ORG;
25,ıııııııııııııı,O;
26,ıııııı,O;
26,ıııııııııııııııııııı,O;
26,ıııııııııı,O;
26,ıııııııııııı,O;
26,1995,O;
26,ıııııııııı,O;
26,ıııııııııııııııııı,O;
26,ıııııı,O;
26,1994,O;
26,ıııııııııı,O;
26,ıııııııııııııııııı,O;
26,ıııııııııııııııııı,B-LOC;
26,ıııııııııııııııııııııııı,O;
26,ıııııııııııııııııııı,O;
27,ıııııııııııııııı,O;
27,ıııııı,O;
27,ıııııııııı,O;
27,ıııı,O;
27,ıııııııııııııııı,O;
"27,"","",O";
27,21-27,O;
27,ıııııı,O;
27,ıııııııııııııııııııııııı,O;
27,ıııııı,B-LOC;
27,ıııııııııııııııııııı,O;
27,ıııııııııı,O;
27,ıııııııııı,O;
28,ıııııııııııı,B-LOC;
28,ıııııııııııııııı,O;
28,ıııııı-ıııı,B-ORG;
28,ıııııııııııı,B-LOC;
28,ıııııııııııııı,O;
28,ıııııııııııııııı,O;
28,ıııııııııııııııııııııııııııı,O;
"28,"","",O";
28,ıııııııı,O;
28,ıııııııııı,O;
28,ıııııııı,O;
28,ıııııııııııııııı,O;
28,500,O;
28,0,O;
28,ıııııııııı,O;
28,ıııııııııı,O;
28,ıııııııııııııııııı,O;
28,ıııııııııı,O;
"28,"","",O";
28,ıııııııııııııııııı,O;
28,ıııııııııııııı,O;
29,ıııııııııııııı,O;
29,ıııııııııı,O;
29,ıııııııııııııı,O;
29,ıııııııııııııııı,O;
29,ıııııııııııııı,O;
29,ıııııııııııııııııııı,O;
"29,"","",O";
29,ıııııııııııııııııııııııı,O;
29,ıııııııııııı,O;
29,ıııııııııııııııııııııııı,O;
29,ıııııııııııı,O;
29,ıııııııııı,O;
"29,"","",O";
29,-,O;
29,ıııııııı,O;
29,ıııııııııııııııı,O;
29,ıııııı,B-ORG;
29,ıııııııııı,O;
29,ıııııııııı,O;
29,ıııııııııııııııı,B-PER;
29,ıııııııııııııııı,I-PER;
30,18,O;
30,ıııııııııııııı,O;
30,ıııııııııııııııııı,O;
30,ıııııııııııııııııııııııı,O;
30,ıııııııııııııııııııııııııı,O;
30,ıııııııııııı,O;
30,ıııııııııııııı,O;
30,ıııııııııııııııııııııı,O;
30,ıııııııııııııı,O;
30,ıııııııııı,O;
30,ıııııııııı,O;
"30,"","",O";
30,ıııııı,O;
30,ıııııııııııııııııııı,O;
30,Today,B-ORG;
30,.,O;
30,kz,I-ORG;
31,ıııııııııııııııııııııı,O;
31,ıııııııııııııı,O;
"31,"","",O";
31,18,O;
31,ıııııııııı,O;
31,ıııııııııııııııı,O;
31,ıııııııııııı,B-LOC;
31,ıııııııııııııııııııııııııııııı,O;
31,ıııııııııııııııı,O;
31,ıııııııııııı,O;
31,ıııııııııııııı,O;
31,ıııııı,O;
32,ıııııııı,O;
32,ıııııııııııı,O;
"32,"","",O";
32,ıııııııııııııııııııııııı,B-LOC;
32,ıııııııııııııııııı,O;
32,ıııııııııııııııııı,O;
32,300-ıııııı,O;
32,ıııııııııı,O;
32,ıııııııı,O;
32,ıııııııı,O;
32,ıııııııııı,O;
33,ıııııııııııııı,B-LOC;
33,ıııııııııııııııı,O;
33,ıııııı,O;
33,ıııııııı,O;
33,ıııııııııııııııııııı,O;
33,800,O;
33,ıııııııı,O;
33,ıııııı,O;
33,ıııııııııı,O;
34,ıııııı,O;
34,ıııııııııııı,O;
34,ıııııııııııııııııııı,O;
34,ıııııııııııııııı,O;
"34,"","",O";
34,ıııııııııııııııııı,O;
34,ıııı,B-PER;
34,ıııııı,I-PER;
34,ıııııı,I-PER;
34,ıııııııı,O;
34,ıııııııııııııııı,B-LOC;
34,ıııııııııııııııııı,B-LOC;
34,ıııııııııııııııı,O;
34,ıııııııııııııııııııııııı,O;
35,ıııııııı,O;
35,ıııııııııııııı,O;
"35,"","",O";
35,ıııııııııııııııııııııı,B-LOC;
35,ıııııııııııııı,O;
35,30,O;
35,ıııııııııı,O;
35,ıııııııııı,O;
35,ıııııııııııı,O;
35,ıııııııııııı,O;
36,ıı,B-PER;
36,ıııııı,I-PER;
36,ıııı,I-PER;
"36,"","",O";
36,ıııııııııııııııı,O;
36,:,O;
36,-,O;
36,ıııııı,O;
36,ıııııııııı,B-LOC;
36,ıııııııııııııııı,I-LOC;
"36,"","",O";
36,ıııııııııııııııııı,B-LOC;
"36,"","",O";
36,ıııııııııııııııııııııı,B-LOC;
36,ıııııııııııı,O;
37,ıııııııııı,O;
37,ıııııııııııııııı,O;
37,ıııııııı,O;
"37,"","",O";
37,ıııııııııııııııııııııı,B-LOC;
37,ıııııııııı,O;
37,ıııııııııııııııııı,O;
38,ıııııııııııııııı,O;
38,ıııııııııııııııııııııı,O;
38,ıııııııı,O;
38,ıııııııııııııııııııııı,B-LOC;
38,ıııııııııııııııııı,O;
38,ıııııı,O;
38,ıııııııııııııııııııı,O;
38,ıııııı,O;
38,ıııııııııııııııı,O;
38,.,O;
39,\,O;
39,ıııııı,O;
39,ıııııııı,O;
39,ıııııııııııı,O;
39,ıııııııııııııııııı,B-PER;
39,ıııııııııııııııııııııııı,I-PER;
39,ıı,O;
39,ıııııııııııı,O;
39,ıııııııııııııı,O;
39,ıı,O;
39,ıııııııı,O;
39,ıııııııııııııııııııııı,O;
39,ıııııııııııııııııııııı,O;
39,ıııııııııııııı,O;
39,ıııııııııııııııııııııııııııııı,O;
40,ıııı,O;
40,ıııııııııııııııııı,O;
40,ıııııııııı,O;
40,ıııııııııııııı,O;
40,ıııııııı,O;
40,ıııııııııııııııı,O;
40,ıııııııııııııııııı,O;
40,ıııııııııııııııııııııııııııı,O;
40,ıııııııııııııııııı,O;
40,ıııııııııı-ıııııı,B-PER;
40,ıııııııııııııııı,I-PER;
40,ıııııııııııııı,O;
40,ıııııııııııııııı,O;
41,ıııııııııııııı,B-PER;
41,ıııııııııııııııııııı,I-PER;
"41,"","",O";
41,ıııııııııııı,B-ORG;
41,ıııııııııııııııııııııı,I-ORG;
41,ıııııııııııııııııııııııı,I-ORG;
41,ıııııııııııııııııı,O;
41,:,O;
41,-,O;
41,ıııııııııııııııııııı,O;
41,ıııııııııı,O;
41,ıııııııııııııııııı,O;
41,ıııııııııııııııı,O;
41,ıııııııııııııııııııııııııııı,O;
41,ıııııı,O;
41,ıııııııııııııııııııııı,O;
41,ıııııııııııııı,O;
41,ıııııııııı,O;
42,ıııııııııı,O;
42,ıııııııııııı,O;
"42,"","",O";
42,ıııııııııııııııı,B-LOC;
42,ıııııııııııııııııııııııı,O;
42,ıııııııııııı,O;
42,ıııııııııııııııııııııııııııı,O;
42,ıııııııııııııııııı,O;
42,ıııııııııııııı,O;
42,ıııııııııııııııııııı,O;
42,ıııııııııııııı,O;
43,ıııııııı,O;
43,ıııııııı,O;
43,ıııııııııı,O;
43,ıııııııııııııııııııı,B-LOC;
43,ıııııııııııı,B-ORG;
43,ıııııııııııııııııııııı,I-ORG;
43,ıııııııııııııııııııııı,I-ORG;
43,ıııııııııııııııı,O;
43,ıııııı,O;
44,ıııııı,O;
44,ıııııııııııııı,O;
44,ıııııı,O;
44,ıııııııııııı,O;
"44,"","",O";
44,ıııııııııııııııııı,O;
44,ıııııııııııııııııııııııı,O;
44,ıııııııııııııı,O;
44,ıııııııııııııı,B-PER;
44,ıııııııııııııııııııııııııı,I-PER;
44,ıııııııııııı,O;
45,ıııııııııııııı,B-PER;
45,ıııııııııııııııııııı,I-PER;
"45,"","",O";
45,ıııııııııııııııı,B-ORG;
45,ıııııııııııııı,I-ORG;
45,ıııııııııııııııııııııııııııııı,I-ORG;
45,ıııııııııııııııııııı,O;
"45,"","",O";
45,ıııııııııııııııııı,O;
45,ıııııııııııııııııııııııı,O;
45,ıııııııııııııı,O;
45,:,O;
45,-,O;
45,ıııııı,O;
45,ıııııı,O;
45,ıııııııııııııı,O;
45,1929,O;
45,ıııııııı,O;
45,ıııııııııııııı,O;
45,ıııııııııııııııı,O;
45,ıııı,O;
45,ıııııııııııııı,O;
45,ıııııııııııııııııı,O;
45,ıııııııııııııııı,O;
45,ıııııııııııı,O;
46,ıııııııııııı,B-ORG;
46,ııı,O;
46,ıııııııııııı,B-PER;
46,ıııııııııııııııı,I-PER;
46,ıı,O;
46,14,O;
46,ıııııııııııııı,O;
46,ıııııııı,O;
46,ıııııııııııııııııııııııııı,O;
46,ıııııııııııııııııı,O;
46,ıııııııı,O;
46,ıııııııııııııııııı,B-LOC;
46,ıııııııııııııııııı,O;
46,ıııııııııı,O;
46,ıııııııııııııııııı,O;
46,ıııııııııııııııııııııııııııııııı,O;
46,ıııııııııııııııııııııı,O;
46,ıııııııııııı,O;
46,ıııııııııııııı,O;
47,ıııııııı,O;
47,ıııııııııııı,O;
"47,"","",O";
47,2016,O;
47,ıııııııııııı,O;
47,ıııııııııııııııııııııııııı,O;
47,ıı,B-PER;
47,.,O;
47,ıııııııııııııııııı,I-PER;
47,ıı,O;
47,ıııııııııııııııııııııııı,B-ORG;
47,ıı,O;
47,ıııııııııııııııııııııııııııı,O;
47,ıııııııııııııııııııı,O;
47,ıııııııııııııııııı,O;
47,ıııııııııııııııııııııı,O;
47,ıııııııııııııııııııı,O;
47,ıııııııııııı,O;
47,ıııııııııııııııııı,O;
47,ıııııııııııııııı,O;
47,ıııııııııııııııııııı,O;
47,ıııııııııııııııııı,O;
48,ıııı-92,O;
48,ıııııııııııııı,O;
48,ıııııııııııııııııı,O;
48,ıııııııııııı,O;
48,ıı,O;
48,165,O;
48,ıııııııııı,O;
48,ıııııııııııııııııı,O;
48,ıııııııııııı,O;
"48,"","",O";
48,ıııııı,O;
48,ıııııııııııııııııı,O;
48,ıııı,O;
48,ıııııııııııııııııııı,O;
48,ıııııııııııııııı,O;
48,ıııııııııııııııı,B-PER;
48,ıııııııııııııııııı,I-PER;
49,ıııııııııııııı,O;
49,ıııı,O;
49,ıııııııııııııı,O;
49,ıııııııı,O;
49,ıııııııııııııııııııııı,B-LOC;
49,ıııııııııııııııııı,O;
49,ıııııııııııı,O;
50,ıııııııı,O;
50,ıııııııııııı,O;
"50,"","",O";
50,ıııııııııııııııııııııııı,O;
50,ıııııııııııı,O;
50,ıııııııııııııııııııı,O;
50,ıııı,O;
50,ıııııııııııııııııııı,O;
50,ıııııııııııııııı,O;
50,ıııııııııı,B-PER;
50,ıııııııııııııııııı,I-PER;
50,ıııııııııııı,O;
50,ıııııııııııı,O;
50,ıııııııııııııııı,B-LOC;
50,ıııııııııııııııııııı,O;
50,ıııııııııııııııııııııııı,O;
"50,"","",O";
50,ıııııııııııııı,O;
50,ıııııııııııı,O;
50,ıııııııııııııı,O;
50,ıı,O;
50,160-161,O;
50,/,O;
50,ıııııııı,O;
50,ıııııııııııııııııııı,O;
50,ıııııııııııııııııı,O;
50,ıııııııııı,O;
50,ıııııı,O;
51,ıı,O;
51,ıııııııııııı,O;
51,ıııııııııııııı,O;
51,ıııııııııııııııı,O;
51,ıııııııııı,O;
51,ıııııııııııııııııııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııı,O;
51,ıııııııııııııııııııııı,O;
51,ıııııııııııııııı,O;
51,ıııııııııııııııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııııı,O;
51,ıııııııııııııııı,O;
51,ıııııııııııııı,O;
51,ıııııııııııı,B-LOC;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııı,B-LOC;
51,ıııııııııııııııııı,O;
51,ıııııııııııııı,O;
51,ıııııııııııııııııııııı,O;
51,ıııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııı,O;
51,2017,O;
51,ıııııııııııı,O;
51,30-31,O;
51,ıııııııııııııııııı,O;
51,ıııııııııı,O;
51,ıı,O;
"51,"","",O";
51,-,O;
51,ıııııııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııııııııı,O;
51,ıııııııııııııı,O;
52,ıııııııııı,O;
52,ıııııııııı,O;
52,ıııı,O;
52,ıııııııııııııııııııııııııııııııııı,O;
"52,"","",O";
52,ıııııııııııııııı,O;
52,ıııııııııııı,O;
52,ıııııııııııııııııııı,B-LOC;
52,ıııııııııııııııııııııııııııı,O;
52,ıııııııııııııı,O;
52,ıııııııııııı,O;
52,ıııııııııııııııııı,O;
52,ıııııııııııııııııı,O;
52,ıııııııııııııııııııııı,O;
